supplier_id,location,rating,quantity,lead_time_days,sku,order_date,order_year,order_month,order_quarter,order_day_of_week,delivery_delay_days,is_late
"S009","Los Angeles",3.61,431,2,"SKU0013","2024-11-11",2024,11,4,2,-2,0
"S009","Los Angeles",3.61,50,13,"SKU0017","2023-11-09",2023,11,4,5,4,1
"S008","Los Angeles",3.37,327,18,"SKU0026","2021-08-15",2021,8,3,1,7,1
"S010","Seattle",4.05,325,13,"SKU0021","2020-03-28",2020,3,1,7,2,1
"S001","Houston",4.2,390,12,"SKU0028","2022-05-12",2022,5,2,5,2,1
"S002","Seattle",4.42,120,11,"SKU0030","2020-07-04",2020,7,3,7,-2,0
"S008","Los Angeles",3.37,23,20,"SKU0026","2023-06-24",2023,6,2,7,6,1
"S007","Los Angeles",3.36,240,16,"SKU0014","2022-08-05",2022,8,3,6,4,1
"S001","Houston",4.2,482,16,"SKU0002","2023-10-24",2023,10,4,3,5,1
"S001","Houston",4.2,93,10,"SKU0028","2019-12-23",2019,12,4,2,6,1
"S005","Seattle",4.66,139,11,"SKU0022","2024-09-01",2024,9,3,1,3,1
"S007","Los Angeles",3.36,240,15,"SKU0011","2023-11-21",2023,11,4,3,9,1
"S009","Los Angeles",3.61,335,8,"SKU0001","2023-11-17",2023,11,4,6,2,1
"S010","Seattle",4.05,154,10,"SKU0019","2023-06-20",2023,6,2,3,3,1
"S010","Seattle",4.05,388,22,"SKU0021","2021-10-12",2021,10,4,3,8,1
"S003","Los Angeles",3.04,354,4,"SKU0004","2022-09-10",2022,9,3,7,-1,0
"S010","Seattle",4.05,37,4,"SKU0019","2020-05-30",2020,5,2,7,1,1
"S008","Los Angeles",3.37,75,10,"SKU0026","2019-12-02",2019,12,4,2,0,0
"S004","Seattle",4.94,172,11,"SKU0029","2023-11-18",2023,11,4,7,4,1
"S010","Seattle",4.05,238,11,"SKU0021","2020-05-11",2020,5,2,2,6,1
"S007","Los Angeles",3.36,270,14,"SKU0011","2021-06-14",2021,6,2,2,2,1
"S003","Los Angeles",3.04,458,12,"SKU0008","2021-05-01",2021,5,2,7,3,1
"S007","Los Angeles",3.36,433,16,"SKU0011","2023-08-15",2023,8,3,3,7,1
"S003","Los Angeles",3.04,469,12,"SKU0004","2024-04-15",2024,4,2,2,9,1
"S009","Los Angeles",3.61,449,23,"SKU0017","2023-04-18",2023,4,2,3,9,1
"S003","Los Angeles",3.04,173,10,"SKU0027","2021-08-14",2021,8,3,7,-1,0
"S009","Los Angeles",3.61,310,4,"SKU0007","2023-06-25",2023,6,2,1,0,0
"S003","Los Angeles",3.04,416,7,"SKU0008","2022-07-15",2022,7,3,6,0,0
"S010","Seattle",4.05,312,16,"SKU0003","2022-12-11",2022,12,4,1,9,1
"S005","Seattle",4.66,296,19,"SKU0022","2022-04-06",2022,4,2,4,9,1
"S001","Houston",4.2,404,16,"SKU0002","2021-12-02",2021,12,4,5,6,1
"S002","Seattle",4.42,19,13,"SKU0023","2019-10-12",2019,10,4,7,4,1
"S002","Seattle",4.42,204,14,"SKU0015","2019-01-12",2019,1,1,7,5,1
"S004","Seattle",4.94,127,22,"SKU0024","2023-06-19",2023,6,2,2,8,1
"S005","Seattle",4.66,279,20,"SKU0022","2021-01-23",2021,1,1,7,7,1
"S005","Seattle",4.66,89,16,"SKU0022","2024-09-13",2024,9,3,6,8,1
"S007","Los Angeles",3.36,467,14,"SKU0005","2019-03-31",2019,3,1,1,6,1
"S004","Seattle",4.94,102,16,"SKU0024","2021-02-14",2021,2,1,1,3,1
"S009","Los Angeles",3.61,275,12,"SKU0001","2023-06-14",2023,6,2,4,1,1
"S008","Los Angeles",3.37,341,17,"SKU0026","2020-02-22",2020,2,1,7,9,1
"S003","Los Angeles",3.04,359,12,"SKU0004","2019-04-25",2019,4,2,5,-2,0
"S002","Seattle",4.42,370,9,"SKU0015","2020-09-08",2020,9,3,3,5,1
"S009","Los Angeles",3.61,266,8,"SKU0020","2021-04-05",2021,4,2,2,4,1
"S010","Seattle",4.05,142,6,"SKU0019","2023-07-08",2023,7,3,7,-1,0
"S010","Seattle",4.05,285,11,"SKU0003","2023-02-25",2023,2,1,7,5,1
"S009","Los Angeles",3.61,273,22,"SKU0020","2020-02-17",2020,2,1,2,9,1
"S007","Los Angeles",3.36,180,6,"SKU0011","2020-12-29",2020,12,4,3,2,1
"S009","Los Angeles",3.61,469,9,"SKU0017","2020-11-06",2020,11,4,6,4,1
"S002","Seattle",4.42,10,10,"SKU0030","2024-03-07",2024,3,1,5,1,1
"S003","Los Angeles",3.04,322,12,"SKU0027","2022-01-27",2022,1,1,5,2,1
"S009","Los Angeles",3.61,73,19,"SKU0013","2023-04-21",2023,4,2,6,5,1
"S007","Los Angeles",3.36,383,6,"SKU0011","2021-09-04",2021,9,3,7,-2,0
"S001","Houston",4.2,477,11,"SKU0002","2021-10-05",2021,10,4,3,-2,0
"S005","Seattle",4.66,293,8,"SKU0009","2024-11-13",2024,11,4,4,1,1
"S008","Los Angeles",3.37,130,3,"SKU0026","2023-08-15",2023,8,3,3,0,0
"S001","Houston",4.2,116,17,"SKU0002","2019-02-06",2019,2,1,4,7,1
"S010","Seattle",4.05,430,14,"SKU0021","2023-03-29",2023,3,1,4,9,1
"S005","Seattle",4.66,184,7,"SKU0009","2021-05-22",2021,5,2,7,-1,0
"S005","Seattle",4.66,494,14,"SKU0009","2023-12-27",2023,12,4,4,9,1
"S003","Los Angeles",3.04,213,9,"SKU0008","2022-07-20",2022,7,3,4,0,0
"S009","Los Angeles",3.61,174,17,"SKU0017","2024-10-10",2024,10,4,5,8,1
"S009","Los Angeles",3.61,314,22,"SKU0001","2020-08-18",2020,8,3,3,8,1
"S007","Los Angeles",3.36,129,19,"SKU0025","2024-03-18",2024,3,1,2,8,1
"S004","Seattle",4.94,53,5,"SKU0029","2020-12-29",2020,12,4,3,-2,0
"S007","Los Angeles",3.36,321,8,"SKU0011","2022-09-27",2022,9,3,3,-2,0
"S003","Los Angeles",3.04,165,15,"SKU0008","2020-02-01",2020,2,1,7,3,1
"S003","Los Angeles",3.04,376,14,"SKU0010","2020-11-29",2020,11,4,1,2,1
"S007","Los Angeles",3.36,216,15,"SKU0025","2023-06-24",2023,6,2,7,5,1
"S009","Los Angeles",3.61,399,2,"SKU0007","2020-01-31",2020,1,1,6,-1,0
"S010","Seattle",4.05,117,15,"SKU0003","2019-03-17",2019,3,1,1,1,1
"S010","Seattle",4.05,260,12,"SKU0003","2019-09-22",2019,9,3,1,5,1
"S002","Seattle",4.42,454,14,"SKU0018","2023-12-25",2023,12,4,2,9,1
"S007","Los Angeles",3.36,413,6,"SKU0005","2020-12-18",2020,12,4,6,3,1
"S005","Seattle",4.66,379,4,"SKU0012","2021-04-30",2021,4,2,6,-2,0
"S005","Seattle",4.66,343,11,"SKU0012","2022-10-22",2022,10,4,7,1,1
"S010","Seattle",4.05,139,3,"SKU0019","2019-05-24",2019,5,2,6,-2,0
"S002","Seattle",4.42,466,11,"SKU0030","2021-06-03",2021,6,2,5,-1,0
"S004","Seattle",4.94,302,6,"SKU0006","2020-01-31",2020,1,1,6,2,1
"S001","Houston",4.2,29,18,"SKU0002","2023-02-01",2023,2,1,4,5,1
"S005","Seattle",4.66,291,16,"SKU0012","2022-03-13",2022,3,1,1,5,1
"S010","Seattle",4.05,294,20,"SKU0019","2021-11-28",2021,11,4,1,8,1
"S007","Los Angeles",3.36,10,7,"SKU0005","2024-11-26",2024,11,4,3,0,0
"S005","Seattle",4.66,128,17,"SKU0012","2021-12-01",2021,12,4,4,8,1
"S003","Los Angeles",3.04,44,14,"SKU0027","2022-04-24",2022,4,2,1,1,1
"S003","Los Angeles",3.04,207,20,"SKU0027","2020-09-25",2020,9,3,6,7,1
"S009","Los Angeles",3.61,494,12,"SKU0017","2022-03-02",2022,3,1,4,8,1
"S004","Seattle",4.94,254,14,"SKU0029","2022-05-23",2022,5,2,2,3,1
"S009","Los Angeles",3.61,68,19,"SKU0017","2021-01-02",2021,1,1,7,8,1
"S003","Los Angeles",3.04,334,14,"SKU0010","2019-08-23",2019,8,3,6,8,1
"S007","Los Angeles",3.36,170,13,"SKU0025","2021-01-20",2021,1,1,4,7,1
"S002","Seattle",4.42,188,8,"SKU0023","2021-08-11",2021,8,3,4,0,0
"S009","Los Angeles",3.61,215,11,"SKU0017","2023-03-23",2023,3,1,5,-1,0
"S002","Seattle",4.42,21,15,"SKU0015","2022-04-12",2022,4,2,3,3,1
"S005","Seattle",4.66,499,20,"SKU0012","2023-08-04",2023,8,3,6,8,1
"S002","Seattle",4.42,285,10,"SKU0030","2022-04-06",2022,4,2,4,2,1
"S004","Seattle",4.94,190,21,"SKU0016","2022-11-17",2022,11,4,5,7,1
"S004","Seattle",4.94,251,5,"SKU0024","2022-05-02",2022,5,2,2,2,1
"S010","Seattle",4.05,225,18,"SKU0019","2023-03-21",2023,3,1,3,7,1
"S003","Los Angeles",3.04,260,6,"SKU0008","2024-09-07",2024,9,3,7,2,1
"S010","Seattle",4.05,308,14,"SKU0021","2022-12-16",2022,12,4,6,7,1
"S009","Los Angeles",3.61,135,20,"SKU0017","2023-02-28",2023,2,1,3,9,1
"S002","Seattle",4.42,491,8,"SKU0023","2022-10-20",2022,10,4,5,2,1
"S007","Los Angeles",3.36,226,13,"SKU0005","2024-01-31",2024,1,1,4,0,0
"S005","Seattle",4.66,315,9,"SKU0022","2022-09-27",2022,9,3,3,4,1
"S004","Seattle",4.94,294,12,"SKU0016","2020-05-14",2020,5,2,5,3,1
"S004","Seattle",4.94,194,9,"SKU0006","2023-08-08",2023,8,3,3,1,1
"S003","Los Angeles",3.04,48,9,"SKU0008","2020-05-25",2020,5,2,2,-1,0
"S007","Los Angeles",3.36,232,14,"SKU0025","2019-08-05",2019,8,3,2,9,1
"S002","Seattle",4.42,193,13,"SKU0018","2022-08-17",2022,8,3,4,6,1
"S007","Los Angeles",3.36,436,10,"SKU0025","2022-03-01",2022,3,1,3,-2,0
"S005","Seattle",4.66,187,14,"SKU0012","2024-01-02",2024,1,1,3,8,1
"S002","Seattle",4.42,416,7,"SKU0015","2023-12-16",2023,12,4,7,1,1
"S003","Los Angeles",3.04,437,4,"SKU0027","2022-04-20",2022,4,2,4,-2,0
"S008","Los Angeles",3.37,303,15,"SKU0026","2019-04-01",2019,4,2,2,3,1
"S005","Seattle",4.66,349,11,"SKU0009","2020-12-14",2020,12,4,2,1,1
"S009","Los Angeles",3.61,160,10,"SKU0013","2024-02-25",2024,2,1,1,2,1
"S008","Los Angeles",3.37,393,7,"SKU0026","2019-02-08",2019,2,1,6,2,1
"S002","Seattle",4.42,135,18,"SKU0015","2019-06-22",2019,6,2,7,6,1
"S003","Los Angeles",3.04,310,5,"SKU0010","2020-10-14",2020,10,4,4,-2,0
"S004","Seattle",4.94,317,7,"SKU0016","2021-01-23",2021,1,1,7,-1,0
"S009","Los Angeles",3.61,345,10,"SKU0007","2022-05-28",2022,5,2,7,3,1
"S009","Los Angeles",3.61,443,10,"SKU0017","2021-12-17",2021,12,4,6,2,1
"S002","Seattle",4.42,243,18,"SKU0023","2023-08-11",2023,8,3,6,8,1
"S008","Los Angeles",3.37,389,13,"SKU0026","2020-03-31",2020,3,1,3,4,1
"S010","Seattle",4.05,384,7,"SKU0021","2021-04-08",2021,4,2,5,0,0
"S005","Seattle",4.66,17,12,"SKU0022","2021-06-13",2021,6,2,1,0,0
"S008","Los Angeles",3.37,350,15,"SKU0026","2022-10-16",2022,10,4,1,7,1
"S009","Los Angeles",3.61,138,5,"SKU0007","2024-05-12",2024,5,2,1,-1,0
"S007","Los Angeles",3.36,273,14,"SKU0014","2024-06-19",2024,6,2,4,0,0
"S002","Seattle",4.42,166,18,"SKU0015","2019-07-09",2019,7,3,3,7,1
"S010","Seattle",4.05,361,4,"SKU0021","2020-05-19",2020,5,2,3,-2,0
"S009","Los Angeles",3.61,367,5,"SKU0007","2022-04-29",2022,4,2,6,2,1
"S005","Seattle",4.66,14,18,"SKU0009","2023-03-12",2023,3,1,1,9,1
"S010","Seattle",4.05,95,11,"SKU0019","2021-04-03",2021,4,2,7,2,1
"S004","Seattle",4.94,184,15,"SKU0016","2021-07-17",2021,7,3,7,9,1
"S003","Los Angeles",3.04,299,13,"SKU0008","2021-07-22",2021,7,3,5,8,1
"S002","Seattle",4.42,202,14,"SKU0018","2022-02-14",2022,2,1,2,4,1
"S003","Los Angeles",3.04,320,8,"SKU0027","2019-05-14",2019,5,2,3,1,1
"S002","Seattle",4.42,128,12,"SKU0023","2024-10-06",2024,10,4,1,0,0
"S004","Seattle",4.94,227,7,"SKU0029","2020-11-15",2020,11,4,1,-2,0
"S002","Seattle",4.42,436,15,"SKU0018","2024-01-27",2024,1,1,7,9,1
"S002","Seattle",4.42,467,11,"SKU0030","2021-03-25",2021,3,1,5,5,1
"S009","Los Angeles",3.61,423,10,"SKU0020","2022-03-18",2022,3,1,6,0,0
"S009","Los Angeles",3.61,123,9,"SKU0007","2019-03-21",2019,3,1,5,-1,0
"S010","Seattle",4.05,475,12,"SKU0003","2019-07-22",2019,7,3,2,8,1
"S002","Seattle",4.42,154,5,"SKU0018","2022-06-06",2022,6,2,2,1,1
"S003","Los Angeles",3.04,35,5,"SKU0027","2023-08-27",2023,8,3,1,0,0
"S003","Los Angeles",3.04,145,12,"SKU0010","2022-06-04",2022,6,2,7,-2,0
"S009","Los Angeles",3.61,312,14,"SKU0007","2023-08-10",2023,8,3,5,0,0
"S009","Los Angeles",3.61,241,14,"SKU0017","2023-04-05",2023,4,2,4,9,1
"S007","Los Angeles",3.36,378,2,"SKU0014","2024-09-25",2024,9,3,4,-1,0
"S004","Seattle",4.94,85,10,"SKU0024","2022-06-10",2022,6,2,6,5,1
"S010","Seattle",4.05,484,11,"SKU0003","2023-03-30",2023,3,1,5,3,1
"S005","Seattle",4.66,337,16,"SKU0012","2022-03-12",2022,3,1,7,6,1
"S001","Houston",4.2,354,19,"SKU0028","2022-10-28",2022,10,4,6,5,1
"S009","Los Angeles",3.61,311,19,"SKU0013","2020-04-15",2020,4,2,4,7,1
"S001","Houston",4.2,461,8,"SKU0002","2021-11-01",2021,11,4,2,0,0
"S010","Seattle",4.05,298,9,"SKU0003","2022-09-15",2022,9,3,5,2,1
"S007","Los Angeles",3.36,10,10,"SKU0005","2021-08-25",2021,8,3,4,4,1
"S007","Los Angeles",3.36,156,7,"SKU0011","2019-12-24",2019,12,4,3,2,1
"S003","Los Angeles",3.04,296,11,"SKU0008","2020-10-29",2020,10,4,5,5,1
"S008","Los Angeles",3.37,473,18,"SKU0026","2020-01-08",2020,1,1,4,9,1
"S002","Seattle",4.42,151,5,"SKU0023","2021-10-28",2021,10,4,5,2,1
"S002","Seattle",4.42,62,7,"SKU0023","2022-02-19",2022,2,1,7,-2,0
"S005","Seattle",4.66,313,5,"SKU0012","2022-10-03",2022,10,4,2,2,1
"S009","Los Angeles",3.61,78,5,"SKU0007","2019-03-31",2019,3,1,1,1,1
"S002","Seattle",4.42,370,9,"SKU0015","2020-06-23",2020,6,2,3,3,1
"S004","Seattle",4.94,99,3,"SKU0024","2021-05-18",2021,5,2,3,0,0
"S009","Los Angeles",3.61,455,21,"SKU0017","2019-02-10",2019,2,1,1,8,1
"S003","Los Angeles",3.04,229,16,"SKU0004","2021-01-09",2021,1,1,7,2,1
"S004","Seattle",4.94,459,12,"SKU0029","2024-04-30",2024,4,2,3,-1,0
"S005","Seattle",4.66,201,21,"SKU0022","2022-05-09",2022,5,2,2,8,1
"S007","Los Angeles",3.36,463,14,"SKU0025","2021-07-17",2021,7,3,7,3,1
"S009","Los Angeles",3.61,72,23,"SKU0013","2024-07-29",2024,7,3,2,9,1
"S002","Seattle",4.42,82,11,"SKU0018","2021-07-13",2021,7,3,3,3,1
"S009","Los Angeles",3.61,170,5,"SKU0001","2023-05-01",2023,5,2,2,2,1
"S004","Seattle",4.94,178,6,"SKU0016","2020-01-25",2020,1,1,7,3,1
"S009","Los Angeles",3.61,98,16,"SKU0013","2023-06-06",2023,6,2,3,8,1
"S003","Los Angeles",3.04,185,10,"SKU0010","2019-09-13",2019,9,3,6,4,1
"S005","Seattle",4.66,278,15,"SKU0012","2020-12-09",2020,12,4,4,9,1
"S002","Seattle",4.42,82,15,"SKU0030","2024-01-13",2024,1,1,7,2,1
"S001","Houston",4.2,254,6,"SKU0002","2024-04-28",2024,4,2,1,-2,0
"S002","Seattle",4.42,86,19,"SKU0023","2019-01-10",2019,1,1,5,5,1
"S010","Seattle",4.05,168,14,"SKU0003","2021-03-08",2021,3,1,2,1,1
"S003","Los Angeles",3.04,498,15,"SKU0010","2021-05-26",2021,5,2,4,6,1
"S001","Houston",4.2,468,18,"SKU0002","2021-10-25",2021,10,4,2,7,1
"S002","Seattle",4.42,333,21,"SKU0030","2021-10-12",2021,10,4,3,9,1
"S003","Los Angeles",3.04,107,10,"SKU0027","2023-12-30",2023,12,4,7,3,1
"S002","Seattle",4.42,390,9,"SKU0023","2020-01-09",2020,1,1,5,-2,0
"S009","Los Angeles",3.61,111,6,"SKU0013","2019-08-12",2019,8,3,2,0,0
"S009","Los Angeles",3.61,141,12,"SKU0013","2022-06-16",2022,6,2,5,0,0
"S002","Seattle",4.42,111,11,"SKU0018","2023-12-08",2023,12,4,6,7,1
"S010","Seattle",4.05,28,14,"SKU0003","2021-05-02",2021,5,2,1,9,1
"S003","Los Angeles",3.04,463,22,"SKU0027","2019-03-04",2019,3,1,2,9,1
"S009","Los Angeles",3.61,491,4,"SKU0007","2022-05-25",2022,5,2,4,1,1
"S007","Los Angeles",3.36,91,11,"SKU0014","2020-11-19",2020,11,4,5,3,1
"S009","Los Angeles",3.61,406,12,"SKU0020","2023-01-24",2023,1,1,3,4,1
"S004","Seattle",4.94,498,10,"SKU0029","2023-06-22",2023,6,2,5,7,1
"S002","Seattle",4.42,288,14,"SKU0030","2024-11-22",2024,11,4,6,1,1
"S009","Los Angeles",3.61,348,8,"SKU0017","2020-05-25",2020,5,2,2,3,1
"S004","Seattle",4.94,374,15,"SKU0029","2020-01-20",2020,1,1,2,8,1
"S002","Seattle",4.42,340,3,"SKU0030","2020-02-09",2020,2,1,1,-2,0
"S010","Seattle",4.05,138,17,"SKU0021","2020-06-01",2020,6,2,2,5,1
"S005","Seattle",4.66,353,9,"SKU0012","2020-04-20",2020,4,2,2,4,1
"S007","Los Angeles",3.36,319,20,"SKU0025","2024-06-23",2024,6,2,1,8,1
"S004","Seattle",4.94,464,13,"SKU0016","2023-07-27",2023,7,3,5,8,1
"S004","Seattle",4.94,98,13,"SKU0024","2024-03-08",2024,3,1,6,6,1
"S005","Seattle",4.66,222,7,"SKU0012","2022-12-31",2022,12,4,7,0,0
"S002","Seattle",4.42,152,5,"SKU0015","2020-12-14",2020,12,4,2,-1,0
"S007","Los Angeles",3.36,74,1,"SKU0025","2019-03-24",2019,3,1,1,-2,0
"S003","Los Angeles",3.04,85,7,"SKU0010","2022-03-14",2022,3,1,2,0,0
"S002","Seattle",4.42,208,14,"SKU0030","2024-03-16",2024,3,1,7,2,1
"S007","Los Angeles",3.36,152,15,"SKU0025","2024-08-10",2024,8,3,7,8,1
"S009","Los Angeles",3.61,414,5,"SKU0007","2019-02-20",2019,2,1,4,-1,0
"S009","Los Angeles",3.61,412,17,"SKU0020","2020-11-15",2020,11,4,1,9,1
"S007","Los Angeles",3.36,325,12,"SKU0005","2020-12-17",2020,12,4,5,0,0
"S009","Los Angeles",3.61,102,7,"SKU0001","2023-01-09",2023,1,1,2,1,1
"S002","Seattle",4.42,482,13,"SKU0030","2020-03-24",2020,3,1,3,4,1
"S009","Los Angeles",3.61,426,9,"SKU0017","2021-05-30",2021,5,2,1,0,0
"S010","Seattle",4.05,314,10,"SKU0003","2020-05-02",2020,5,2,7,6,1
"S009","Los Angeles",3.61,233,10,"SKU0013","2023-12-29",2023,12,4,6,5,1
"S007","Los Angeles",3.36,300,4,"SKU0014","2024-09-12",2024,9,3,5,1,1
"S004","Seattle",4.94,437,8,"SKU0024","2024-11-12",2024,11,4,3,-2,0
"S002","Seattle",4.42,111,9,"SKU0030","2023-04-24",2023,4,2,2,-2,0
"S002","Seattle",4.42,483,4,"SKU0018","2019-09-07",2019,9,3,7,-2,0
"S003","Los Angeles",3.04,276,6,"SKU0004","2020-11-04",2020,11,4,4,-2,0
"S002","Seattle",4.42,364,16,"SKU0018","2020-03-13",2020,3,1,6,5,1
"S002","Seattle",4.42,465,8,"SKU0030","2024-12-05",2024,12,4,5,0,0
"S007","Los Angeles",3.36,119,17,"SKU0005","2021-02-09",2021,2,1,3,3,1
"S007","Los Angeles",3.36,471,14,"SKU0025","2019-09-25",2019,9,3,4,0,0
"S004","Seattle",4.94,339,22,"SKU0016","2024-06-07",2024,6,2,6,8,1
"S009","Los Angeles",3.61,459,13,"SKU0001","2021-12-13",2021,12,4,2,2,1
"S010","Seattle",4.05,439,10,"SKU0021","2019-08-24",2019,8,3,7,4,1
"S007","Los Angeles",3.36,274,9,"SKU0014","2020-01-24",2020,1,1,6,-1,0
"S002","Seattle",4.42,12,14,"SKU0015","2021-02-01",2021,2,1,2,3,1
"S005","Seattle",4.66,94,9,"SKU0009","2024-01-23",2024,1,1,3,3,1
"S002","Seattle",4.42,291,15,"SKU0015","2020-09-15",2020,9,3,3,8,1
"S009","Los Angeles",3.61,337,10,"SKU0017","2022-06-06",2022,6,2,2,0,0
"S007","Los Angeles",3.36,313,17,"SKU0025","2020-07-31",2020,7,3,6,3,1
"S004","Seattle",4.94,459,19,"SKU0024","2024-10-23",2024,10,4,4,7,1
"S003","Los Angeles",3.04,463,15,"SKU0004","2020-03-10",2020,3,1,3,7,1
"S005","Seattle",4.66,421,16,"SKU0012","2024-11-20",2024,11,4,4,2,1
"S003","Los Angeles",3.04,126,18,"SKU0027","2021-02-02",2021,2,1,3,9,1
"S008","Los Angeles",3.37,230,4,"SKU0026","2022-08-22",2022,8,3,2,-1,0
"S007","Los Angeles",3.36,163,15,"SKU0005","2024-11-15",2024,11,4,6,6,1
"S004","Seattle",4.94,162,19,"SKU0029","2022-09-20",2022,9,3,3,5,1
"S007","Los Angeles",3.36,21,10,"SKU0005","2020-03-22",2020,3,1,1,0,0
"S007","Los Angeles",3.36,142,17,"SKU0011","2024-07-10",2024,7,3,4,5,1
"S001","Houston",4.2,491,14,"SKU0028","2022-08-24",2022,8,3,4,6,1
"S004","Seattle",4.94,313,12,"SKU0006","2019-09-06",2019,9,3,6,0,0
"S009","Los Angeles",3.61,302,11,"SKU0007","2019-06-15",2019,6,2,7,0,0
"S004","Seattle",4.94,472,7,"SKU0024","2022-09-20",2022,9,3,3,-1,0
"S007","Los Angeles",3.36,309,19,"SKU0014","2021-10-16",2021,10,4,7,5,1
"S004","Seattle",4.94,237,18,"SKU0024","2020-06-25",2020,6,2,5,7,1
"S007","Los Angeles",3.36,280,4,"SKU0011","2021-01-28",2021,1,1,5,-2,0
"S002","Seattle",4.42,52,15,"SKU0030","2024-10-29",2024,10,4,3,5,1
"S009","Los Angeles",3.61,441,17,"SKU0013","2024-12-20",2024,12,4,6,4,1
"S001","Houston",4.2,352,10,"SKU0002","2021-03-07",2021,3,1,1,4,1
"S007","Los Angeles",3.36,335,4,"SKU0025","2019-05-18",2019,5,2,7,0,0
"S009","Los Angeles",3.61,311,10,"SKU0007","2022-09-15",2022,9,3,5,-2,0
"S009","Los Angeles",3.61,373,14,"SKU0020","2024-02-19",2024,2,1,2,1,1
"S003","Los Angeles",3.04,388,17,"SKU0004","2019-03-10",2019,3,1,1,6,1
"S003","Los Angeles",3.04,436,9,"SKU0027","2024-10-01",2024,10,4,3,2,1
"S003","Los Angeles",3.04,30,4,"SKU0008","2023-01-13",2023,1,1,6,-2,0
"S009","Los Angeles",3.61,416,6,"SKU0020","2019-07-24",2019,7,3,4,2,1
"S004","Seattle",4.94,116,8,"SKU0029","2024-12-13",2024,12,4,6,5,1
"S005","Seattle",4.66,345,18,"SKU0022","2019-02-12",2019,2,1,3,5,1
"S010","Seattle",4.05,312,11,"SKU0021","2024-03-21",2024,3,1,5,2,1
"S010","Seattle",4.05,126,17,"SKU0019","2024-11-28",2024,11,4,5,9,1
"S009","Los Angeles",3.61,133,10,"SKU0013","2021-01-30",2021,1,1,7,6,1
"S007","Los Angeles",3.36,408,8,"SKU0014","2024-11-12",2024,11,4,3,-2,0
"S003","Los Angeles",3.04,290,14,"SKU0010","2024-06-17",2024,6,2,2,1,1
"S007","Los Angeles",3.36,301,6,"SKU0011","2024-04-19",2024,4,2,6,0,0
"S001","Houston",4.2,212,9,"SKU0002","2021-06-18",2021,6,2,6,-1,0
"S007","Los Angeles",3.36,60,14,"SKU0025","2019-12-26",2019,12,4,5,5,1
"S008","Los Angeles",3.37,280,11,"SKU0026","2023-09-16",2023,9,3,7,4,1
"S005","Seattle",4.66,333,18,"SKU0009","2019-10-08",2019,10,4,3,6,1
"S009","Los Angeles",3.61,286,11,"SKU0017","2024-03-02",2024,3,1,7,-1,0
"S008","Los Angeles",3.37,150,15,"SKU0026","2020-10-28",2020,10,4,4,1,1
"S010","Seattle",4.05,479,13,"SKU0003","2019-04-03",2019,4,2,4,3,1
"S004","Seattle",4.94,284,19,"SKU0024","2020-11-02",2020,11,4,2,8,1
"S004","Seattle",4.94,299,7,"SKU0006","2024-05-23",2024,5,2,5,0,0
"S007","Los Angeles",3.36,343,17,"SKU0005","2019-03-02",2019,3,1,7,5,1
"S007","Los Angeles",3.36,390,7,"SKU0005","2021-10-25",2021,10,4,2,0,0
"S005","Seattle",4.66,461,13,"SKU0022","2023-01-29",2023,1,1,1,9,1
"S002","Seattle",4.42,382,6,"SKU0015","2020-08-26",2020,8,3,4,-1,0
"S002","Seattle",4.42,61,5,"SKU0023","2020-11-12",2020,11,4,5,0,0
"S009","Los Angeles",3.61,36,17,"SKU0017","2022-11-29",2022,11,4,3,8,1
"S005","Seattle",4.66,166,15,"SKU0009","2020-06-07",2020,6,2,1,3,1
"S010","Seattle",4.05,248,6,"SKU0003","2024-05-22",2024,5,2,4,-1,0
"S009","Los Angeles",3.61,165,15,"SKU0020","2022-01-06",2022,1,1,5,5,1
"S008","Los Angeles",3.37,300,1,"SKU0026","2023-10-20",2023,10,4,6,-2,0
"S009","Los Angeles",3.61,145,9,"SKU0017","2024-01-11",2024,1,1,5,4,1
"S004","Seattle",4.94,153,4,"SKU0029","2024-09-25",2024,9,3,4,-1,0
"S003","Los Angeles",3.04,115,18,"SKU0027","2022-02-18",2022,2,1,6,7,1
"S003","Los Angeles",3.04,429,16,"SKU0010","2021-12-15",2021,12,4,4,9,1
"S010","Seattle",4.05,167,17,"SKU0003","2019-04-17",2019,4,2,4,3,1
"S002","Seattle",4.42,155,20,"SKU0018","2019-02-17",2019,2,1,1,9,1
"S002","Seattle",4.42,11,10,"SKU0018","2019-12-03",2019,12,4,3,-1,0
"S002","Seattle",4.42,442,2,"SKU0030","2021-11-15",2021,11,4,2,-1,0
"S009","Los Angeles",3.61,86,11,"SKU0017","2022-07-04",2022,7,3,2,7,1
"S004","Seattle",4.94,141,12,"SKU0024","2024-08-17",2024,8,3,7,5,1
"S010","Seattle",4.05,99,15,"SKU0003","2020-09-16",2020,9,3,4,9,1
"S010","Seattle",4.05,354,11,"SKU0003","2024-03-05",2024,3,1,3,-1,0
"S004","Seattle",4.94,359,15,"SKU0006","2022-06-30",2022,6,2,5,4,1
"S009","Los Angeles",3.61,468,9,"SKU0013","2023-09-12",2023,9,3,3,0,0
"S004","Seattle",4.94,272,13,"SKU0024","2019-10-30",2019,10,4,4,5,1
"S004","Seattle",4.94,360,13,"SKU0029","2020-09-30",2020,9,3,4,4,1
"S002","Seattle",4.42,117,8,"SKU0015","2019-02-25",2019,2,1,2,5,1
